;pmid;lead_time;is_web_direct;checkin_date_index;stay_length;booking_status;nb_adults;child_presence;eligible_to_earn_points;points;stay_catotal_eur;hotel_brand;hotel_brand_positionning;hotel_rooms;hotel_sales_organisation;hotel_class;hotel_location_type;hotel_continent;hotel_euro_market;environment_type;declared_stay_type;is_all_member;type_member;is_member_ibis_business;is_member_business_plus;is_member_accor_plus;is_meeting_planner;booking_date_year;booking_date_month;booking_date_day_name;booking_date_is_weekend;checkin_date_year;checkin_date_month;checkin_date_day_name;checkin_date_is_weekend;checkout_date_year;checkout_date_month;checkout_date_day_name;checkout_date_is_weekend;gap_bkg_stay_nights
16741;4204;49.0;1;1;2;A;3.0;0;1;568;353.0;IBIS STYLES;Economy;91;Southern Europe;H;Second Location;EUROPE;FRANCE;None;business;1;ALL Diamond;0;0;0;0;2022.0;7.0;Saturday;1;2022;3;Monday;0;2022;3;Wednesday;0;3.0
16743;4204;1.0;0;5;1;A;2.0;0;1;162;71.2;MERCURE;Midscale;58;Southern Europe;E;Second Location;EUROPE;FRANCE;None;business;1;ALL Diamond;0;0;0;0;2021.0;2.0;Friday;0;2021;3;Friday;0;2021;4;Monday;0;0.0
16744;4204;0.0;1;1;1;A;1.0;0;1;358;157.3;NOVOTEL;Midscale;79;Southern Europe;C;Other Location and Suburbs;EUROPE;FRANCE;None;business;1;ALL Diamond;0;0;0;0;2021.0;1.0;Monday;0;2021;1;Monday;0;2021;1;Tuesday;0;0.0
16745;4204;0.0;1;4;1;A;1.0;0;1;265;117.4;MERCURE;Midscale;81;Southern Europe;H;Second Location;EUROPE;FRANCE;TOWN;business;1;ALL Diamond;0;0;0;0;2021.0;4.0;Sunday;1;2021;4;Sunday;1;2021;5;Tuesday;0;-1.0
16746;4204;7.0;1;3;1;A;2.0;0;1;307;135.15;NOVOTEL SUITES;Midscale;127;Southern Europe;D;Prime Location;EUROPE;FRANCE;TOWN;business;1;ALL Diamond;0;0;0;0;2021.0;9.0;Wednesday;0;2021;9;Wednesday;0;2021;9;Thursday;0;-1.0
16747;4204;28.0;1;1;1;A;1.0;0;1;260;104.14;MERCURE;Midscale;92;Southern Europe;G;Prime Location;EUROPE;FRANCE;TOWN;business;1;ALL Diamond;0;0;0;0;2021.0;10.0;Monday;0;2021;11;Monday;0;2021;11;Tuesday;0;0.0
16748;4204;2.0;1;3;1;A;1.0;0;1;264;204.0;MERCURE;Midscale;110;Southern Europe;C;Other Location and Suburbs;EUROPE;FRANCE;None;business;1;ALL Diamond;0;0;0;0;2021.0;5.0;Tuesday;0;2021;7;Sunday;1;2021;8;Wednesday;0;0.0
16749;4204;2.0;1;3;1;A;1.0;0;1;267;116.05;NOVOTEL;Midscale;117;Northern Europe;D;Prime Location;EUROPE;REST OF EUROPE;None;business;1;ALL Diamond;0;0;0;0;2021.0;6.0;Monday;0;2021;6;Wednesday;0;2021;6;Thursday;0;-1.0
16751;4204;15.0;1;3;1;A;4.0;0;1;234;560.25;IBIS HOTELS;Economy;61;Southern Europe;I;Other Location and Suburbs;EUROPE;FRANCE;None;leisure;1;ALL Diamond;0;0;0;0;2022.0;10.0;Tuesday;0;2022;9;Sunday;1;2022;10;Tuesday;0;-1.0
16752;4204;11.0;1;2;1;A;2.0;0;1;182;160.2;IBIS STYLES;Economy;52;Southern Europe;H;Second Location;EUROPE;FRANCE;TOWN;business;1;ALL Diamond;0;0;0;0;2021.0;11.0;Friday;0;2021;7;Monday;0;2021;8;Thursday;0;0.0
16754;4204;7.0;1;2;1;A;1.0;0;1;412;283.25;NOVOTEL;Midscale;79;Southern Europe;C;Other Location and Suburbs;EUROPE;FRANCE;None;business;1;ALL Diamond;0;0;0;0;2022.0;4.0;Friday;0;2022;11;Tuesday;0;2022;12;Thursday;0;0.0
16755;4204;20.0;1;2;1;A;1.0;0;1;111;98.6;IBIS HOTELS;Economy;64;Southern Europe;E;Second Location;EUROPE;FRANCE;TOWN;business;1;ALL Diamond;0;0;0;0;2021.0;6.0;Thursday;0;2021;10;Tuesday;0;2021;10;Wednesday;0;0.0
16757;4204;3.0;1;3;2;A;2.0;0;1;507;400.89;PULLMAN;Luxury and Upscale;166;Southern Europe;F;Other Location and Suburbs;EUROPE;FRANCE;None;business;1;ALL Diamond;0;0;0;0;2022.0;1.0;Sunday;1;2022;1;Wednesday;0;2022;1;Friday;0;1.0
16758;4204;101.0;1;5;2;A;3.0;0;1;2027;1290.0;MERCURE;Midscale;45;Southern Europe;X;Unknown Location;EUROPE;FRANCE;None;business;1;ALL Diamond;0;0;0;0;2022.0;6.0;Tuesday;0;2022;9;Friday;0;2022;9;Sunday;1;0.0
16760;4204;13.0;1;1;1;A;1.0;0;1;313;137.9;MERCURE;Midscale;91;Southern Europe;G;Prime Location;EUROPE;FRANCE;TOWN;business;1;ALL Diamond;0;0;0;0;2022.0;4.0;Friday;0;2022;1;Monday;0;2022;1;Tuesday;0;0.0
16761;4204;0.0;1;7;1;A;1.0;0;1;310;134.65;NOVOTEL;Midscale;117;Northern Europe;D;Prime Location;EUROPE;REST OF EUROPE;None;leisure;1;ALL Diamond;0;0;0;0;2022.0;4.0;Saturday;1;2022;4;Saturday;1;2022;5;Monday;0;0.0
16762;4204;2.0;1;3;1;A;2.0;0;1;222;196.4;IBIS STYLES;Economy;95;Southern Europe;D;Prime Location;EUROPE;FRANCE;TOWN;business;1;ALL Diamond;0;0;0;0;2022.0;4.0;Monday;0;2022;4;Wednesday;0;2022;4;Thursday;0;0.0
16763;4204;176.0;1;2;2;M;4.0;0;1;1430;952.0;MERCURE;Midscale;69;Southern Europe;G;Prime Location;EUROPE;FRANCE;SEA;business;1;ALL Diamond;0;0;0;0;2021.0;5.0;Monday;0;2021;11;Tuesday;0;2021;11;Thursday;0;0.0
16764;4204;1.0;1;7;1;A;1.0;0;1;161;202.75;MERCURE;Midscale;63;Southern Europe;A;Prime Location;EUROPE;FRANCE;None;business;1;ALL Diamond;0;0;0;0;2021.0;9.0;Wednesday;0;2021;10;Friday;0;2021;11;Monday;0;0.0
16765;4204;40.0;1;1;1;A;1.0;0;1;220;195.0;IBIS STYLES;Economy;115;Southern Europe;B;Second Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Diamond;0;0;0;0;2022.0;8.0;Wednesday;0;2022;3;Thursday;0;2022;4;Sunday;1;0.0
16766;4204;7.0;1;1;1;A;1.0;0;1;138;121.44;IBIS STYLES;Economy;69;Southern Europe;H;Second Location;EUROPE;FRANCE;TOWN;business;1;ALL Diamond;0;0;0;0;2021.0;6.0;Monday;0;2021;6;Monday;0;2021;6;Tuesday;0;-1.0
16767;4204;0.0;1;1;1;A;1.0;0;1;135;118.91;IBIS HOTELS;Economy;61;Southern Europe;I;Other Location and Suburbs;EUROPE;FRANCE;TOWN;business;1;ALL Diamond;0;0;0;0;2021.0;3.0;Friday;0;2021;3;Friday;0;2021;4;Monday;0;0.0
16768;4204;1.0;1;2;2;A;2.0;0;1;937;415.28;NOVOTEL;Midscale;99;Southern Europe;G;Prime Location;EUROPE;FRANCE;None;business;1;ALL Diamond;0;0;0;0;2022.0;3.0;Monday;0;2022;3;Tuesday;0;2022;3;Thursday;0;-1.0
16769;4204;1.0;1;2;2;M;1.0;0;1;843;372.6;MERCURE;Midscale;97;Southern Europe;F;Other Location and Suburbs;EUROPE;FRANCE;None;business;1;ALL Diamond;0;0;0;0;2021.0;3.0;Monday;0;2021;3;Tuesday;0;2021;3;Thursday;0;-2.0
16771;4204;27.0;1;2;1;A;2.0;0;1;541;591.4;MERCURE;Midscale;507;Southern Europe;B;Second Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Diamond;0;0;0;0;2022.0;12.0;Saturday;1;2022;8;Thursday;0;2022;9;Sunday;1;0.0
16773;4204;0.0;0;2;1;A;1.0;0;1;307;135.15;MERCURE;Midscale;96;Southern Europe;H;Second Location;EUROPE;FRANCE;TOWN;business;1;ALL Diamond;0;0;0;0;2021.0;7.0;Friday;0;2021;7;Friday;0;2021;8;Monday;0;-1.0
16774;4204;3.0;1;1;1;A;1.0;0;1;100;88.2;IBIS HOTELS;Economy;67;Southern Europe;C;Other Location and Suburbs;EUROPE;FRANCE;TOWN;business;1;ALL Diamond;0;0;0;0;2022.0;4.0;Sunday;1;2022;7;Sunday;1;2022;8;Wednesday;0;0.0
16775;4204;21.0;1;3;2;A;1.0;0;1;690;303.5;NOVOTEL;Midscale;117;Northern Europe;D;Prime Location;EUROPE;REST OF EUROPE;None;business;1;ALL Diamond;0;0;0;0;2021.0;6.0;Thursday;0;2021;10;Wednesday;0;2021;10;Friday;0;0.0
16778;4204;4.0;1;2;1;A;2.0;0;1;1226;549.11;NOVOTEL;Midscale;81;Southern Europe;C;Other Location and Suburbs;EUROPE;FRANCE;None;leisure;1;ALL Diamond;0;0;0;0;2022.0;9.0;Friday;0;2022;4;Sunday;1;2022;5;Tuesday;0;0.0
16779;4204;19.0;1;1;1;A;1.0;0;1;127;111.88;IBIS HOTELS;Economy;64;Southern Europe;E;Second Location;EUROPE;FRANCE;TOWN;business;1;ALL Diamond;0;0;0;0;2021.0;9.0;Wednesday;0;2021;4;Saturday;1;2021;5;Monday;0;0.0
16780;4204;26.0;1;1;1;A;1.0;0;1;414;178.35;NOVOTEL;Midscale;117;Northern Europe;D;Prime Location;EUROPE;REST OF EUROPE;None;leisure;1;ALL Diamond;0;0;0;0;2022.0;10.0;Saturday;1;2022;5;Monday;0;2022;6;Thursday;0;0.0
16782;4204;6.0;1;3;1;A;2.0;0;1;202;179.6;IBIS STYLES;Economy;69;Southern Europe;H;Second Location;EUROPE;FRANCE;TOWN;business;1;ALL Diamond;0;0;0;0;2021.0;9.0;Thursday;0;2021;9;Wednesday;0;2021;9;Thursday;0;0.0
16784;4204;3.0;1;4;1;A;1.0;0;1;379;166.65;NOVOTEL;Midscale;81;Southern Europe;C;Other Location and Suburbs;EUROPE;FRANCE;None;business;1;ALL Diamond;0;0;0;0;2022.0;3.0;Monday;0;2022;3;Thursday;0;2022;3;Friday;0;0.0
16787;4204;14.0;1;1;1;A;3.0;0;1;198;261.9;IBIS HOTELS;Economy;45;Southern Europe;H;Second Location;EUROPE;FRANCE;SEA;leisure;1;ALL Diamond;0;0;0;0;2022.0;12.0;Friday;0;2022;9;Monday;0;2022;9;Tuesday;0;0.0
16788;4204;1.0;1;3;1;A;1.0;0;1;333;146.35;NOVOTEL;Midscale;142;Southern Europe;D;Prime Location;EUROPE;FRANCE;TOWN;business;1;ALL Diamond;0;0;0;0;2021.0;6.0;Monday;0;2021;7;Wednesday;0;2021;8;Saturday;1;0.0
16789;4204;6.0;1;3;1;A;2.0;0;1;742;326.4;MERCURE;Midscale;53;Southern Europe;G;Prime Location;EUROPE;FRANCE;SEA;leisure;1;ALL Diamond;0;0;0;0;2022.0;8.0;Thursday;0;2022;8;Wednesday;0;2022;1;Sunday;1;0.0
16790;4205;16.0;1;1;1;A;2.0;0;1;134;114.0;IBIS HOTELS;Economy;113;Southern Europe;B;Second Location;EUROPE;REST OF EUROPE;TOWN;leisure;1;ALL Classic;0;0;0;0;2022.0;6.0;Saturday;1;2022;4;Thursday;0;2022;5;Saturday;1;0.0
16791;4206;17.0;1;6;1;M;2.0;1;1;471;209.8;MERCURE;Midscale;91;Southern Europe;B;Second Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Classic;0;0;0;0;2021.0;6.0;Wednesday;0;2021;7;Saturday;1;2021;7;Sunday;1;0.0
16793;4207;22.0;1;1;1;M;1.0;0;1;269;121.65;MERCURE;Midscale;119;Northern Europe;X;Unknown Location;EUROPE;UK&IE;None;business;1;ALL Classic;0;0;0;0;2021.0;7.0;Sunday;1;2021;11;Monday;0;2021;11;Tuesday;0;0.0
16796;4208;2.0;1;6;2;A;2.0;0;1;342;181.78;NOVOTEL;Midscale;115;South America;G;Prime Location;SOUTH AMERICA;SOUTH AMERICA;TOWN;leisure;1;ALL Platinum;0;0;0;0;2022.0;8.0;Tuesday;0;2022;10;Sunday;1;2022;12;Friday;0;0.0
16797;4208;1.0;1;1;2;A;1.0;0;1;89;71.11;IBIS HOTELS;Economy;98;South America;G;Prime Location;SOUTH AMERICA;SOUTH AMERICA;TOWN;leisure;1;ALL Platinum;0;0;0;0;2021.0;11.0;Sunday;1;2021;11;Monday;0;2021;11;Wednesday;0;0.0
16799;4208;19.0;1;2;6;A;2.0;0;1;14;286.41;NOVOTEL;Midscale;115;South America;G;Prime Location;SOUTH AMERICA;SOUTH AMERICA;TOWN;leisure;1;ALL Platinum;0;0;0;0;2021.0;2.0;Thursday;0;2021;3;Tuesday;0;2021;3;Monday;0;-6.0
16800;4208;1.0;1;2;1;A;1.0;0;1;63;50.2;IBIS HOTELS;Economy;132;South America;A;Prime Location;SOUTH AMERICA;SOUTH AMERICA;TOWN;leisure;1;ALL Platinum;0;0;0;0;2022.0;6.0;Monday;0;2022;6;Tuesday;0;2022;6;Wednesday;0;0.0
16801;4208;40.0;1;2;2;M;2.0;0;1;323;128.77;NOVOTEL;Midscale;155;South America;H;Second Location;SOUTH AMERICA;SOUTH AMERICA;None;leisure;1;ALL Platinum;0;0;0;0;2021.0;10.0;Thursday;0;2021;7;Monday;0;2021;9;Sunday;1;-2.0
16802;4208;1.0;1;5;3;M;2.0;0;1;110;92.36;IBIS HOTELS;Economy;98;South America;G;Prime Location;SOUTH AMERICA;SOUTH AMERICA;TOWN;leisure;1;ALL Platinum;0;0;0;0;2021.0;11.0;Thursday;0;2021;11;Friday;0;2021;11;Monday;0;0.0
16803;4208;2.0;1;1;1;A;2.0;0;1;80;64.05;IBIS HOTELS;Economy;216;South America;E;Second Location;SOUTH AMERICA;SOUTH AMERICA;TOWN;leisure;1;ALL Platinum;0;0;0;0;2022.0;6.0;Saturday;1;2022;6;Monday;0;2022;6;Tuesday;0;4.0
16804;4208;0.0;1;2;5;A;2.0;0;1;516;206.42;MERCURE;Midscale;63;South America;A;Prime Location;SOUTH AMERICA;SOUTH AMERICA;None;leisure;1;ALL Platinum;0;0;0;0;2022.0;6.0;Tuesday;0;2022;6;Tuesday;0;2022;6;Sunday;1;0.0
16806;4208;1.0;1;7;1;A;2.0;0;1;87;34.77;MERCURE;Midscale;64;South America;A;Prime Location;SOUTH AMERICA;SOUTH AMERICA;None;leisure;1;ALL Platinum;0;0;0;0;2022.0;6.0;Saturday;1;2022;6;Sunday;1;2022;6;Monday;0;0.0
16808;4208;0.0;1;7;1;A;1.0;0;1;103;41.25;MERCURE;Midscale;63;South America;A;Prime Location;SOUTH AMERICA;SOUTH AMERICA;None;leisure;1;ALL Platinum;0;0;0;0;2022.0;6.0;Sunday;1;2022;6;Sunday;1;2022;6;Monday;0;0.0
16809;4208;10.0;1;2;3;M;2.0;0;1;132;5.0;IBIS HOTELS;Economy;198;South America;G;Prime Location;SOUTH AMERICA;SOUTH AMERICA;TOWN;leisure;1;ALL Platinum;0;0;0;0;2021.0;10.0;Saturday;1;2021;2;Thursday;0;2021;5;Tuesday;0;0.0
16810;4208;0.0;1;1;1;A;1.0;0;1;105;41.88;MERCURE;Midscale;63;South America;A;Prime Location;SOUTH AMERICA;SOUTH AMERICA;None;leisure;1;ALL Platinum;0;0;0;0;2022.0;6.0;Monday;0;2022;6;Monday;0;2022;6;Tuesday;0;0.0
16812;4208;0.0;1;3;1;A;2.0;0;1;12;0.0;IBIS HOTELS;Economy;198;South America;G;Prime Location;SOUTH AMERICA;SOUTH AMERICA;TOWN;leisure;1;ALL Platinum;0;0;0;0;2022.0;3.0;Wednesday;0;2022;3;Wednesday;0;2022;3;Thursday;0;0.0
16819;4212;15.0;0;7;11;M;2.0;0;1;9889;4536.25;PULLMAN;Luxury and Upscale;213;Southern Europe;H;Second Location;EUROPE;FRANCE;SEA;leisure;1;ALL Platinum;0;0;0;0;2021.0;7.0;Saturday;1;2021;1;Friday;0;2021;12;Wednesday;0;-4.0
16821;4213;2.0;1;1;1;M;1.0;0;1;91;80.32;IBIS STYLES;Economy;58;Southern Europe;H;Second Location;EUROPE;FRANCE;TOWN;business;1;ALL Silver;0;0;0;0;2021.0;11.0;Tuesday;0;2021;9;Monday;0;2021;9;Tuesday;0;0.0
16822;4213;2.0;1;4;1;A;2.0;0;1;110;96.9;IBIS STYLES;Economy;42;Southern Europe;G;Prime Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Silver;0;0;0;0;2022.0;4.0;Sunday;1;2022;6;Friday;0;2022;7;Sunday;1;0.0
16823;4213;0.0;1;2;1;A;1.0;0;1;99;595.26;IBIS STYLES;Economy;58;Southern Europe;H;Second Location;EUROPE;FRANCE;TOWN;business;1;ALL Silver;0;0;0;0;2022.0;4.0;Friday;0;2022;4;Friday;0;2022;5;Sunday;1;0.0
16826;4213;32.0;1;6;1;M;4.0;0;1;600;264.1;MERCURE;Midscale;67;Southern Europe;A;Prime Location;EUROPE;FRANCE;None;leisure;1;ALL Silver;0;0;0;0;2021.0;10.0;Tuesday;0;2021;11;Saturday;1;2021;11;Sunday;1;0.0
16829;4213;5.0;1;1;1;A;1.0;0;1;91;73.01;IBIS STYLES;Economy;58;Southern Europe;H;Second Location;EUROPE;FRANCE;TOWN;business;1;ALL Silver;0;0;0;0;2022.0;1.0;Wednesday;0;2022;1;Monday;0;2022;1;Sunday;1;0.0
16830;4213;11.0;1;1;2;A;1.0;0;1;201;176.55;IBIS STYLES;Economy;58;Southern Europe;H;Second Location;EUROPE;FRANCE;TOWN;business;1;ALL Silver;0;0;0;0;2022.0;3.0;Wednesday;0;2022;2;Monday;0;2022;2;Wednesday;0;-1.0
16831;4214;7.0;1;2;1;A;2.0;1;1;213;93.6;NOVOTEL;Midscale;77;Southern Europe;I;Other Location and Suburbs;EUROPE;FRANCE;None;leisure;1;ALL Classic;0;0;0;0;2021.0;10.0;Tuesday;0;2021;2;Thursday;0;2021;3;Thursday;0;0.0
16832;4214;25.0;1;5;1;M;2.0;0;1;138;121.6;IBIS HOTELS;Economy;77;Southern Europe;I;Other Location and Suburbs;EUROPE;FRANCE;None;leisure;1;ALL Classic;0;0;0;0;2022.0;4.0;Thursday;0;2022;7;Friday;0;2022;7;Saturday;1;0.0
16833;4214;28.0;1;4;1;M;2.0;1;1;117;103.1;IBIS HOTELS;Economy;77;Southern Europe;H;Second Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Classic;0;0;0;0;2022.0;4.0;Thursday;0;2022;5;Thursday;0;2022;5;Friday;0;0.0
16834;4214;36.0;1;5;1;A;2.0;1;1;124;108.8;IBIS HOTELS;Economy;104;Southern Europe;I;Other Location and Suburbs;EUROPE;FRANCE;None;leisure;1;ALL Classic;0;0;0;0;2021.0;6.0;Thursday;0;2021;7;Friday;0;2021;7;Saturday;1;0.0
16835;4215;20.0;1;3;2;A;2.0;0;1;270;108.0;MERCURE;Midscale;60;Northern Europe;A;Prime Location;EUROPE;GERMANY;TOWN;leisure;1;ALL Classic;0;0;0;0;2022.0;4.0;Thursday;0;2022;4;Tuesday;0;2022;6;Sunday;1;0.0
16837;4216;2.0;1;7;1;A;1.0;0;1;273;107.22;MERCURE;Midscale;174;South America;D;Prime Location;SOUTH AMERICA;SOUTH AMERICA;SEA;leisure;1;ALL Classic;0;0;0;0;2022.0;9.0;Friday;0;2022;9;Sunday;1;2022;9;Monday;0;0.0
16838;4216;1.0;1;5;3;M;1.0;0;1;749;0.0;MERCURE;Midscale;174;South America;D;Prime Location;SOUTH AMERICA;SOUTH AMERICA;SEA;business;1;ALL Classic;0;0;0;0;2022.0;3.0;Thursday;0;2022;3;Friday;0;2022;3;Monday;0;0.0
16845;4219;1.0;1;6;1;A;2.0;1;1;96;151.35;IBIS HOTELS;Economy;97;Southern Europe;H;Second Location;EUROPE;REST OF EUROPE;TOWN;leisure;1;ALL Classic;0;0;0;0;2021.0;10.0;Tuesday;0;2021;11;Friday;0;2021;12;Sunday;1;0.0
16846;4219;12.0;1;5;4;A;2.0;1;1;1668;727.2;NOVOTEL;Midscale;610;Northern Europe;B;Second Location;EUROPE;REST OF EUROPE;None;leisure;1;ALL Classic;0;0;0;0;2022.0;7.0;Friday;0;2022;8;Friday;0;2022;8;Tuesday;0;0.0
16847;4220;4.0;1;5;2;A;2.0;0;1;340;305.1;IBIS HOTELS;Economy;106;Northern Europe;G;Prime Location;EUROPE;GERMANY;TOWN;leisure;1;ALL Silver;0;0;0;0;2022.0;7.0;Monday;0;2022;7;Friday;0;2022;7;Sunday;1;0.0
16848;4220;37.0;1;5;3;A;2.0;0;1;682;294.3;MERCURE;Midscale;112;Northern Europe;E;Second Location;EUROPE;GERMANY;None;leisure;1;ALL Silver;0;0;0;0;2021.0;7.0;Wednesday;0;2021;3;Tuesday;0;2021;6;Wednesday;0;0.0
16849;4221;17.0;1;5;1;M;2.0;0;1;103;0.0;IBIS HOTELS;Economy;122;Northern Europe;A;Prime Location;EUROPE;REST OF EUROPE;None;leisure;1;ALL Classic;0;0;0;0;2022.0;11.0;Tuesday;0;2022;1;Friday;0;2022;1;Saturday;1;0.0
16850;4222;2.0;1;5;1;M;2.0;0;1;199;87.4;NOVOTEL;Midscale;116;Southern Europe;H;Second Location;EUROPE;REST OF EUROPE;SEA;business;1;ALL Classic;0;0;0;0;2022.0;12.0;Saturday;1;2022;10;Friday;0;2022;10;Saturday;1;0.0
16851;4223;1.0;1;7;1;A;2.0;0;1;81;71.75;IBIS HOTELS;Economy;77;Southern Europe;H;Second Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Classic;0;0;0;0;2021.0;8.0;Saturday;1;2021;8;Sunday;1;2021;8;Monday;0;0.0
16852;4224;31.0;1;5;1;A;2.0;0;1;50;44.1;IBIS HOTELS;Economy;90;Southern Europe;G;Prime Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Classic;0;0;0;0;2020.0;1.0;Sunday;1;2021;1;Friday;0;2021;2;Monday;0;0.0
16857;4226;2.0;1;6;1;M;4.0;0;1;396;170.1;NOVOTEL;Midscale;205;Northern Europe;E;Second Location;EUROPE;GERMANY;TOWN;leisure;1;ALL Classic;0;0;0;0;2022.0;9.0;Thursday;0;2022;1;Monday;0;2022;2;Thursday;0;2.0
16860;4229;15.0;1;1;1;A;2.0;1;1;739;371.95;MERCURE;Midscale;82;Southern Europe;H;Second Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Silver;0;0;0;0;2022.0;7.0;Sunday;1;2022;8;Monday;0;2022;8;Tuesday;0;0.0
16861;4229;88.0;1;5;2;A;3.0;1;1;461;405.35;IBIS STYLES;Economy;93;Southern Europe;D;Prime Location;EUROPE;FRANCE;None;leisure;1;ALL Silver;0;0;0;0;2022.0;8.0;Monday;0;2022;11;Friday;0;2022;11;Sunday;1;0.0
16862;4229;23.0;1;3;2;A;2.0;0;1;227;201.3;IBIS STYLES;Economy;69;Southern Europe;H;Second Location;EUROPE;FRANCE;TOWN;business;1;ALL Silver;0;0;0;0;2022.0;7.0;Sunday;1;2022;3;Wednesday;0;2022;1;Tuesday;0;0.0
16863;4229;31.0;1;7;2;M;2.0;1;1;867;427.9;MERCURE;Midscale;90;Southern Europe;X;Unknown Location;EUROPE;FRANCE;None;leisure;1;ALL Silver;0;0;0;0;2021.0;3.0;Saturday;1;2021;4;Wednesday;0;2021;6;Monday;0;0.0
16864;4229;12.0;1;6;2;A;1.0;0;1;355;156.25;MERCURE;Midscale;56;Southern Europe;I;Other Location and Suburbs;EUROPE;FRANCE;None;leisure;1;ALL Silver;0;0;0;0;2021.0;7.0;Tuesday;0;2021;6;Saturday;1;2021;6;Monday;0;0.0
16865;4229;26.0;1;3;4;M;2.0;1;1;542;480.69;IBIS STYLES;Economy;82;Southern Europe;G;Prime Location;EUROPE;FRANCE;None;leisure;1;ALL Silver;0;0;0;0;2022.0;1.0;Friday;0;2022;2;Wednesday;0;2022;2;Sunday;1;0.0
16867;4231;0.0;1;6;0;A;2.0;0;1;62;24.64;MERCURE;Midscale;126;South America;A;Prime Location;SOUTH AMERICA;SOUTH AMERICA;TOWN;leisure;1;ALL Silver;0;0;0;0;2021.0;3.0;Saturday;1;2021;3;Saturday;1;2021;3;Saturday;1;1.0
16870;4231;0.0;1;6;0;A;2.0;0;1;62;25.01;MERCURE;Midscale;126;South America;A;Prime Location;SOUTH AMERICA;SOUTH AMERICA;TOWN;leisure;1;ALL Silver;0;0;0;0;2021.0;4.0;Saturday;1;2021;4;Saturday;1;2021;4;Saturday;1;1.0
16871;4232;243.0;0;5;1;M;4.0;0;1;204;177.94;IBIS HOTELS;Economy;644;Northern Europe;B;Second Location;EUROPE;REST OF EUROPE;None;leisure;1;ALL Classic;0;0;0;0;2021.0;10.0;Sunday;1;2022;1;Friday;0;2022;2;Monday;0;0.0
16872;4233;18.0;1;5;2;A;1.0;0;1;170;152.32;IBIS HOTELS;Economy;111;Northern Europe;I;Other Location and Suburbs;EUROPE;UK&IE;None;leisure;1;ALL Silver;0;0;0;0;2021.0;10.0;Monday;0;2021;5;Tuesday;0;2021;7;Sunday;1;0.0
16873;4233;50.0;1;7;1;A;1.0;0;1;133;111.43;IBIS HOTELS;Economy;111;Northern Europe;I;Other Location and Suburbs;EUROPE;UK&IE;None;leisure;1;ALL Silver;0;0;0;0;2021.0;10.0;Thursday;0;2021;8;Sunday;1;2021;8;Monday;0;0.0
16874;4233;50.0;1;5;2;M;1.0;0;1;183;153.93;IBIS HOTELS;Economy;111;Northern Europe;I;Other Location and Suburbs;EUROPE;UK&IE;None;leisure;1;ALL Silver;0;0;0;0;2021.0;8.0;Saturday;1;2021;8;Friday;0;2021;8;Sunday;1;0.0
16877;4235;81.0;1;3;2;A;1.0;0;1;283;252.35;IBIS HOTELS;Economy;89;Southern Europe;D;Prime Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Classic;0;0;0;0;2022.0;7.0;Saturday;1;2022;10;Wednesday;0;2022;10;Friday;0;0.0
16882;4238;13.0;1;6;1;A;2.0;0;1;123;96.3;MERCURE;Midscale;162;Northern Europe;G;Prime Location;EUROPE;GERMANY;None;leisure;1;ALL Silver;0;0;0;0;2022.0;7.0;Friday;0;2022;8;Saturday;1;2022;8;Sunday;1;0.0
16884;4238;4.0;1;5;2;A;2.0;0;1;446;192.6;MERCURE;Midscale;162;Northern Europe;G;Prime Location;EUROPE;GERMANY;None;leisure;1;ALL Silver;0;0;0;0;2021.0;12.0;Monday;0;2021;12;Friday;0;2021;12;Sunday;1;0.0
16885;4238;2.0;1;6;1;A;2.0;0;1;147;108.9;MERCURE;Midscale;253;Northern Europe;D;Prime Location;EUROPE;GERMANY;TOWN;leisure;1;ALL Silver;0;0;0;0;2021.0;12.0;Wednesday;0;2021;8;Saturday;1;2021;8;Sunday;1;0.0
16886;4239;59.0;1;2;5;A;2.0;0;1;394;348.0;IBIS HOTELS;Economy;66;Southern Europe;I;Other Location and Suburbs;EUROPE;FRANCE;None;leisure;1;ALL Silver;0;0;0;0;2021.0;5.0;Thursday;0;2021;3;Monday;0;2021;8;Sunday;1;0.0
16888;4240;39.0;1;2;5;A;1.0;0;1;397;333.67;IBIS HOTELS;Economy;84;Northern Europe;A;Prime Location;EUROPE;REST OF EUROPE;TOWN;leisure;1;ALL Classic;0;0;0;0;2022.0;7.0;Friday;0;2022;6;Thursday;0;2022;11;Wednesday;0;0.0
16889;4241;14.0;1;7;1;A;2.0;0;1;63;99.75;IBIS STYLES;Economy;99;Southern Europe;D;Prime Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Classic;0;0;0;0;2022.0;1.0;Wednesday;0;2022;5;Sunday;1;2022;5;Monday;0;0.0
